OrderKey,OrderAlternateKey,Order Date,Ship Date,Ship Mode
145800,CA-2014-145800,5/30/2014,06/05/2014,Standard Class
125850,CA-2016-125850,1/22/2016,1/28/2016,Standard Class
118514,CA-2016-118514,02/03/2016,02/10/2016,Standard Class
150749,CA-2015-150749,3/29/2015,04/03/2015,Second Class
163748,CA-2014-163748,10/14/2014,10/18/2014,Standard Class
119634,CA-2015-119634,08/11/2015,8/16/2015,Standard Class
149300,CA-2015-149300,11/22/2015,11/23/2015,First Class
111528,US-2016-111528,12/30/2016,12/30/2016,Same Day
158169,CA-2017-158169,08/12/2017,8/15/2017,First Class
162047,CA-2015-162047,11/03/2015,11/05/2015,First Class
117772,CA-2015-117772,09/10/2015,09/12/2015,Second Class
126340,US-2014-126340,11/08/2014,11/14/2014,Standard Class
149685,CA-2016-149685,10/08/2016,10/15/2016,Standard Class
126396,CA-2017-126396,09/08/2017,09/12/2017,Second Class
154900,CA-2015-154900,2/25/2015,03/01/2015,Standard Class
103835,CA-2015-103835,9/24/2015,9/28/2015,Standard Class
158939,CA-2015-158939,11/26/2015,12/01/2015,Standard Class
117408,CA-2016-117408,8/31/2016,09/06/2016,Standard Class
142398,CA-2016-142398,04/12/2016,4/16/2016,Standard Class
105277,CA-2016-105277,12/04/2016,12/08/2016,Standard Class
112060,CA-2016-112060,12/04/2016,12/09/2016,Standard Class
105270,CA-2014-105270,11/11/2014,11/18/2014,Standard Class
159513,US-2015-159513,04/02/2015,04/09/2015,Standard Class
155586,CA-2015-155586,12/12/2015,12/16/2015,Second Class
141117,CA-2017-141117,10/02/2017,10/08/2017,Standard Class
115070,CA-2017-115070,04/10/2017,4/14/2017,Second Class
140186,CA-2017-140186,9/29/2017,10/02/2017,First Class
124856,CA-2014-124856,9/29/2014,10/03/2014,Second Class
166716,CA-2014-166716,8/20/2014,8/25/2014,Second Class
123225,CA-2014-123225,07/11/2014,7/14/2014,First Class
163440,CA-2015-163440,3/22/2015,3/24/2015,First Class
106796,US-2017-106796,05/12/2017,5/19/2017,Standard Class
113873,CA-2017-113873,11/13/2017,11/19/2017,Standard Class
149783,CA-2016-149783,09/04/2016,09/07/2016,Second Class
125017,CA-2016-125017,02/06/2016,02/11/2016,Standard Class
163279,US-2015-163279,3/22/2015,3/26/2015,Standard Class
150196,CA-2015-150196,07/02/2015,07/03/2015,First Class
106495,US-2015-106495,6/15/2015,6/17/2015,First Class
124730,CA-2014-124730,11/26/2014,11/26/2014,Same Day
117632,CA-2017-117632,05/12/2017,5/18/2017,Standard Class
115056,CA-2014-115056,05/02/2014,05/02/2014,Same Day
161067,CA-2017-161067,09/03/2017,09/06/2017,Second Class
122063,CA-2016-122063,12/03/2016,12/07/2016,Standard Class
111206,CA-2015-111206,7/18/2015,7/22/2015,Standard Class
142895,CA-2016-142895,7/21/2016,7/26/2016,Standard Class
101868,CA-2015-101868,06/09/2015,6/16/2015,Standard Class
133207,CA-2017-133207,11/27/2017,12/03/2017,Standard Class
132948,CA-2015-132948,3/27/2015,04/03/2015,Standard Class
134992,CA-2015-134992,9/22/2015,9/26/2015,Second Class
126725,CA-2015-126725,11/17/2015,11/21/2015,Standard Class
121783,CA-2015-121783,11/10/2015,11/14/2015,Standard Class
138835,US-2014-138835,09/10/2014,9/14/2014,Standard Class
112214,CA-2015-112214,08/05/2015,08/11/2015,Standard Class
153255,US-2017-153255,09/03/2017,09/07/2017,Second Class
108119,CA-2015-108119,11/01/2015,11/08/2015,Standard Class
157434,CA-2015-157434,4/29/2015,05/04/2015,Second Class
101525,CA-2016-101525,05/01/2016,05/04/2016,Second Class
117968,US-2014-117968,08/05/2014,08/07/2014,Second Class
158211,CA-2016-158211,01/04/2016,01/08/2016,Standard Class
152247,CA-2016-152247,11/07/2016,11/12/2016,Standard Class
128223,CA-2016-128223,6/14/2016,6/14/2016,Same Day
154235,CA-2016-154235,9/24/2016,9/28/2016,Standard Class
129910,CA-2017-129910,3/30/2017,04/03/2017,Standard Class
133095,CA-2017-133095,06/04/2017,06/04/2017,Same Day
130554,CA-2015-130554,04/07/2015,04/09/2015,First Class
152443,CA-2014-152443,5/21/2014,5/26/2014,Standard Class
133319,CA-2016-133319,09/05/2016,09/11/2016,Standard Class
133935,CA-2016-133935,9/18/2016,9/22/2016,Standard Class
136301,CA-2016-136301,3/13/2016,3/15/2016,Second Class
109456,US-2014-109456,10/16/2014,10/17/2014,Same Day
151596,CA-2017-151596,10/08/2017,10/11/2017,First Class
147879,CA-2015-147879,05/07/2015,05/12/2015,Standard Class
166625,CA-2016-166625,4/14/2016,4/17/2016,First Class
146157,CA-2016-146157,11/21/2016,11/26/2016,Standard Class
159954,CA-2017-159954,09/10/2017,9/14/2017,Standard Class
100825,CA-2017-100825,09/09/2017,9/14/2017,Standard Class
168305,CA-2014-168305,11/01/2014,11/08/2014,Standard Class
167682,CA-2016-167682,04/03/2016,04/09/2016,Standard Class
108000,CA-2017-108000,01/12/2017,1/16/2017,Standard Class
146465,CA-2015-146465,11/20/2015,11/24/2015,Standard Class
159639,CA-2016-159639,11/27/2016,12/02/2016,Standard Class
153948,US-2017-153948,11/06/2017,11/06/2017,Same Day
113985,US-2016-113985,12/02/2016,12/07/2016,Standard Class
155383,CA-2016-155383,12/17/2016,12/22/2016,Standard Class
120432,CA-2014-120432,8/24/2014,8/26/2014,Second Class
126977,US-2015-126977,9/17/2015,9/23/2015,Standard Class
130288,CA-2016-130288,11/26/2016,11/30/2016,Second Class
146458,CA-2017-146458,11/19/2017,11/22/2017,Second Class
150420,CA-2017-150420,06/03/2017,06/08/2017,Standard Class
118997,US-2014-118997,04/08/2014,04/12/2014,Standard Class
114314,CA-2014-114314,10/11/2014,10/15/2014,Standard Class
169551,US-2017-169551,07/07/2017,07/09/2017,First Class
103107,CA-2016-103107,07/04/2016,07/04/2016,Same Day
122077,CA-2017-122077,5/19/2017,5/25/2017,Standard Class
112431,CA-2017-112431,10/12/2017,10/14/2017,Second Class
151092,CA-2016-151092,08/06/2016,8/13/2016,Standard Class
104178,CA-2014-104178,8/25/2014,8/29/2014,Standard Class
115924,CA-2015-115924,9/14/2015,9/18/2015,Second Class
161046,CA-2017-161046,03/05/2017,03/05/2017,Same Day
141698,US-2017-141698,4/15/2017,4/21/2017,Standard Class
105151,US-2014-105151,3/30/2014,3/31/2014,First Class
155796,CA-2014-155796,11/11/2014,11/15/2014,Second Class
127138,CA-2016-127138,03/12/2016,3/15/2016,Second Class
150602,CA-2017-150602,02/09/2017,2/14/2017,Second Class
140732,CA-2014-140732,11/11/2014,11/13/2014,Second Class
119011,CA-2017-119011,8/20/2017,8/25/2017,Standard Class
166912,CA-2016-166912,1/15/2016,1/17/2016,First Class
141726,CA-2014-141726,7/20/2014,7/22/2014,First Class
115105,CA-2017-115105,02/06/2017,02/11/2017,Standard Class
143980,CA-2015-143980,12/25/2015,12/29/2015,Standard Class
135636,CA-2016-135636,10/08/2016,10/13/2016,Standard Class
102155,CA-2017-102155,7/13/2017,7/17/2017,Standard Class
116953,CA-2017-116953,4/24/2017,4/25/2017,First Class
117765,CA-2014-117765,09/07/2014,9/13/2014,Standard Class
114895,CA-2016-114895,11/21/2016,11/28/2016,Standard Class
112984,CA-2017-112984,9/16/2017,9/18/2017,Second Class
163776,CA-2016-163776,7/19/2016,7/25/2016,Standard Class
163300,US-2017-163300,9/15/2017,9/21/2017,Standard Class
162187,CA-2016-162187,12/11/2016,12/11/2016,Same Day
112991,US-2014-112991,12/10/2014,12/14/2014,Standard Class
124079,CA-2014-124079,12/13/2014,12/17/2014,Standard Class
146878,US-2017-146878,9/21/2017,9/27/2017,Standard Class
107244,CA-2017-107244,09/07/2017,09/11/2017,Standard Class
100657,CA-2015-100657,11/02/2015,11/07/2015,Standard Class
129581,CA-2017-129581,12/11/2017,12/18/2017,Standard Class
129028,CA-2017-129028,04/01/2017,04/03/2017,First Class
135580,CA-2015-135580,12/30/2015,01/03/2016,Standard Class
159016,CA-2016-159016,03/10/2016,03/11/2016,First Class
102652,CA-2014-102652,04/06/2014,04/12/2014,Standard Class
152422,CA-2014-152422,10/05/2014,10/10/2014,Second Class
156692,US-2016-156692,8/13/2016,8/13/2016,Same Day
130869,CA-2014-130869,11/17/2014,11/21/2014,Standard Class
128832,US-2017-128832,4/24/2017,4/27/2017,First Class
139717,CA-2017-139717,8/24/2017,8/26/2017,Second Class
136007,CA-2017-136007,2/23/2017,03/02/2017,Standard Class
157364,CA-2016-157364,11/19/2016,11/21/2016,First Class
112970,US-2016-112970,11/14/2016,11/15/2016,First Class
152492,US-2017-152492,07/06/2017,07/06/2017,Same Day
101168,CA-2016-101168,12/25/2016,01/01/2017,Standard Class
104010,CA-2017-104010,4/23/2017,4/25/2017,First Class
130253,CA-2015-130253,12/14/2015,12/18/2015,Standard Class
155369,US-2015-155369,4/19/2015,4/25/2015,Standard Class
131205,CA-2016-131205,09/04/2016,09/08/2016,Standard Class
122364,CA-2017-122364,9/24/2017,9/29/2017,Standard Class
117912,CA-2016-117912,02/04/2016,02/08/2016,Standard Class
145702,CA-2017-145702,5/19/2017,5/24/2017,Second Class
113215,CA-2015-113215,09/03/2015,09/08/2015,Standard Class
154662,CA-2016-154662,06/09/2016,6/16/2016,Standard Class
105571,CA-2015-105571,11/07/2015,11/11/2015,Standard Class
152765,CA-2016-152765,6/15/2016,6/18/2016,First Class
153878,CA-2015-153878,4/25/2015,4/30/2015,Standard Class
124016,CA-2016-124016,9/23/2016,9/26/2016,Second Class
113551,CA-2016-113551,8/18/2016,8/20/2016,First Class
107524,CA-2014-107524,03/02/2014,03/08/2014,Standard Class
138072,CA-2014-138072,12/30/2014,01/03/2015,Standard Class
134201,CA-2015-134201,04/10/2015,4/16/2015,Standard Class
111780,CA-2015-111780,12/25/2015,12/30/2015,Second Class
119942,CA-2015-119942,04/05/2015,04/07/2015,First Class
151547,CA-2015-151547,1/17/2015,1/23/2015,Standard Class
166695,CA-2017-166695,5/20/2017,5/24/2017,Standard Class
167542,CA-2017-167542,8/13/2017,8/20/2017,Standard Class
120901,CA-2015-120901,12/31/2015,01/04/2016,Standard Class
121398,CA-2017-121398,12/25/2017,12/29/2017,Standard Class
151561,CA-2016-151561,09/01/2016,09/07/2016,Standard Class
154676,CA-2017-154676,08/05/2017,08/08/2017,First Class
165589,US-2014-165589,2/18/2014,2/18/2014,Same Day
132577,US-2016-132577,11/22/2016,11/27/2016,Standard Class
114048,CA-2015-114048,12/14/2015,12/18/2015,Standard Class
137281,CA-2015-137281,6/13/2015,6/17/2015,Standard Class
162068,US-2017-162068,12/28/2017,12/31/2017,Second Class
100111,CA-2017-100111,9/20/2017,9/26/2017,Standard Class
132381,US-2017-132381,8/22/2017,8/24/2017,First Class
147011,CA-2015-147011,6/18/2015,6/22/2015,Standard Class
120852,CA-2014-120852,12/20/2014,12/25/2014,Standard Class
150007,CA-2016-150007,09/11/2016,9/16/2016,Standard Class
124590,CA-2016-124590,11/12/2016,11/16/2016,Standard Class
133802,CA-2016-133802,3/14/2016,3/20/2016,Standard Class
113677,US-2016-113677,11/13/2016,11/19/2016,Standard Class
143378,CA-2017-143378,9/19/2017,9/25/2017,Standard Class
152660,CA-2017-152660,12/04/2017,12/09/2017,Standard Class
142139,CA-2015-142139,8/31/2015,09/05/2015,Standard Class
145772,CA-2017-145772,06/03/2017,06/07/2017,Standard Class
124100,CA-2016-124100,3/31/2016,04/06/2016,Standard Class
158400,US-2014-158400,10/25/2014,10/28/2014,First Class
162033,CA-2017-162033,3/26/2017,04/02/2017,Standard Class
163447,CA-2014-163447,12/27/2014,12/31/2014,Standard Class
145737,CA-2017-145737,9/15/2017,9/20/2017,Standard Class
148096,CA-2016-148096,8/16/2016,8/19/2016,First Class
146766,CA-2016-146766,11/04/2016,11/04/2016,Same Day
105613,CA-2015-105613,10/18/2015,10/22/2015,Standard Class
142251,US-2016-142251,10/31/2016,11/04/2016,Second Class
131247,CA-2014-131247,3/30/2014,04/04/2014,Standard Class
113593,US-2015-113593,4/18/2015,4/20/2015,First Class
121083,CA-2017-121083,07/09/2017,7/15/2017,Standard Class
151190,CA-2017-151190,6/27/2017,07/01/2017,Standard Class
133543,CA-2014-133543,12/22/2014,12/26/2014,Standard Class
105130,CA-2017-105130,11/21/2017,11/25/2017,Standard Class
161928,CA-2016-161928,6/27/2016,6/29/2016,Second Class
101322,CA-2017-101322,12/28/2017,12/31/2017,First Class
106600,US-2016-106600,04/08/2016,04/11/2016,First Class
111871,CA-2014-111871,3/18/2014,3/21/2014,Second Class
139437,CA-2017-139437,07/03/2017,07/08/2017,Standard Class
151484,CA-2017-151484,4/20/2017,4/23/2017,First Class
104150,CA-2016-104150,08/03/2016,08/05/2016,Second Class
161025,CA-2016-161025,12/03/2016,12/09/2016,Standard Class
103989,CA-2014-103989,3/19/2014,3/21/2014,First Class
142433,CA-2015-142433,4/20/2015,4/25/2015,Standard Class
132815,CA-2015-132815,9/19/2015,9/22/2015,Second Class
101266,CA-2014-101266,8/27/2014,8/30/2014,Second Class
141523,CA-2016-141523,12/19/2016,12/24/2016,Second Class
106299,US-2014-106299,08/02/2014,08/08/2014,Standard Class
158421,CA-2015-158421,9/21/2015,9/26/2015,Standard Class
143609,CA-2016-143609,12/11/2016,12/13/2016,First Class
138331,CA-2015-138331,08/07/2015,08/12/2015,Standard Class
138954,CA-2015-138954,11/15/2015,11/17/2015,First Class
157903,CA-2017-157903,04/04/2017,04/08/2017,Standard Class
157259,CA-2016-157259,12/24/2016,12/28/2016,Standard Class
107986,CA-2017-107986,12/13/2017,12/13/2017,Same Day
104927,CA-2017-104927,12/22/2017,12/26/2017,Standard Class
113453,CA-2017-113453,10/21/2017,10/28/2017,Standard Class
149909,CA-2015-149909,11/13/2015,11/17/2015,Standard Class
146675,CA-2015-146675,4/16/2015,4/20/2015,Standard Class
118332,CA-2016-118332,12/16/2016,12/23/2016,Standard Class
133669,CA-2016-133669,10/21/2016,10/27/2016,Standard Class
145660,CA-2017-145660,12/01/2017,12/03/2017,First Class
133697,CA-2016-133697,10/20/2016,10/24/2016,Second Class
148138,CA-2017-148138,9/29/2017,10/03/2017,Standard Class
119809,CA-2017-119809,8/18/2017,8/25/2017,Standard Class
149944,CA-2017-149944,11/12/2017,11/16/2017,Second Class
128538,CA-2014-128538,10/11/2014,10/15/2014,Standard Class
161711,CA-2015-161711,11/28/2015,12/03/2015,Standard Class
129553,US-2015-129553,7/27/2015,08/02/2015,Standard Class
160220,CA-2016-160220,10/20/2016,10/26/2016,Standard Class
157224,US-2017-157224,9/14/2017,9/18/2017,Second Class
140627,CA-2017-140627,12/23/2017,12/27/2017,Standard Class
133445,CA-2015-133445,10/05/2015,10/09/2015,Standard Class
148782,CA-2014-148782,11/02/2014,11/07/2014,Standard Class
148208,CA-2016-148208,1/22/2016,1/27/2016,Standard Class
127656,CA-2017-127656,07/11/2017,7/17/2017,Standard Class
142188,US-2017-142188,09/11/2017,09/11/2017,Same Day
144400,CA-2016-144400,2/23/2016,2/27/2016,Standard Class
155180,US-2016-155180,1/22/2016,1/29/2016,Standard Class
134075,CA-2015-134075,12/12/2015,12/16/2015,Standard Class
131912,US-2016-131912,10/29/2016,11/01/2016,Second Class
141572,CA-2017-141572,5/28/2017,5/31/2017,Second Class
134621,CA-2014-134621,12/21/2014,12/28/2014,Standard Class
165561,CA-2016-165561,11/24/2016,11/28/2016,Standard Class
112305,CA-2015-112305,11/20/2015,11/25/2015,Standard Class
121580,CA-2017-121580,5/29/2017,06/04/2017,Standard Class
101147,CA-2014-101147,12/02/2014,12/04/2014,First Class
165806,CA-2014-165806,04/07/2014,04/07/2014,Same Day
151624,CA-2015-151624,09/08/2015,9/14/2015,Standard Class
139444,CA-2017-139444,09/09/2017,9/15/2017,Standard Class
133977,CA-2015-133977,09/06/2015,09/08/2015,Second Class
141425,CA-2017-141425,11/02/2017,11/06/2017,Second Class
133536,CA-2015-133536,3/28/2015,3/30/2015,Second Class
150441,CA-2015-150441,8/13/2015,8/17/2015,Second Class
162607,CA-2015-162607,05/12/2015,5/18/2015,Standard Class
103506,CA-2017-103506,7/23/2017,7/27/2017,Standard Class
132479,CA-2016-132479,9/24/2016,9/26/2016,First Class
160724,CA-2017-160724,05/05/2017,05/10/2017,Standard Class
115952,US-2016-115952,10/06/2016,10/06/2016,Same Day
146731,CA-2014-146731,11/03/2014,11/08/2014,Standard Class
115392,CA-2015-115392,10/01/2015,10/04/2015,Second Class
102379,CA-2017-102379,12/02/2017,12/06/2017,Standard Class
149706,CA-2017-149706,12/11/2017,12/12/2017,First Class
139087,US-2016-139087,7/17/2016,7/22/2016,Second Class
152226,CA-2017-152226,05/12/2017,5/16/2017,Standard Class
116484,CA-2015-116484,11/20/2015,11/26/2015,Standard Class
100944,CA-2016-100944,9/24/2016,9/28/2016,Standard Class
125080,CA-2016-125080,10/21/2016,10/26/2016,Standard Class
121020,CA-2016-121020,10/24/2016,10/31/2016,Standard Class
100090,CA-2014-100090,07/08/2014,07/12/2014,Standard Class
139675,US-2015-139675,3/13/2015,3/18/2015,Second Class
143756,CA-2017-143756,12/02/2017,12/05/2017,First Class
151253,CA-2015-151253,4/22/2015,4/26/2015,Standard Class
141152,CA-2014-141152,9/16/2014,9/19/2014,First Class
141313,CA-2014-141313,12/28/2014,01/01/2015,Standard Class
169852,CA-2014-169852,10/21/2014,10/26/2014,Standard Class
107314,CA-2017-107314,11/30/2017,12/03/2017,First Class
161305,US-2014-161305,06/06/2014,06/12/2014,Standard Class
166919,CA-2017-166919,11/23/2017,11/27/2017,Standard Class
162712,CA-2017-162712,6/18/2017,6/20/2017,Second Class
107552,CA-2017-107552,05/05/2017,05/05/2017,Same Day
163328,CA-2016-163328,11/04/2016,11/06/2016,Second Class
112837,CA-2014-112837,09/11/2014,9/16/2014,Standard Class
120019,CA-2017-120019,2/16/2017,2/21/2017,Standard Class
100762,CA-2014-100762,11/24/2014,11/29/2014,Standard Class
161459,CA-2017-161459,11/25/2017,11/29/2017,Second Class
160017,CA-2017-160017,9/28/2017,10/02/2017,Standard Class
123316,CA-2014-123316,10/13/2014,10/17/2014,Standard Class
141299,CA-2014-141299,06/03/2014,06/07/2014,Second Class
104402,CA-2014-104402,6/17/2014,6/23/2014,Standard Class
110289,CA-2015-110289,10/29/2015,11/02/2015,Standard Class
167927,CA-2014-167927,1/20/2014,1/26/2014,Standard Class
133305,CA-2014-133305,07/11/2014,7/15/2014,Standard Class
165995,CA-2016-165995,8/30/2016,09/06/2016,Standard Class
143112,CA-2017-143112,10/05/2017,10/09/2017,Standard Class
105830,US-2017-105830,12/31/2016,01/02/2017,First Class
146255,CA-2015-146255,03/07/2015,03/10/2015,First Class
104822,CA-2017-104822,10/20/2017,10/20/2017,Same Day
104486,CA-2015-104486,05/01/2015,05/06/2015,Standard Class
161557,CA-2017-161557,09/03/2017,09/08/2017,Standard Class
161130,CA-2017-161130,11/03/2017,11/08/2017,Standard Class
161347,US-2015-161347,9/13/2015,9/19/2015,Standard Class
109015,US-2015-109015,09/06/2015,09/12/2015,Standard Class
110611,CA-2014-110611,10/06/2014,10/13/2014,Standard Class
139080,CA-2017-139080,1/23/2017,1/28/2017,Standard Class
115693,CA-2015-115693,12/10/2015,12/15/2015,Standard Class
107993,US-2014-107993,11/25/2014,11/30/2014,Standard Class
110443,CA-2017-110443,11/21/2017,11/25/2017,Standard Class
144848,CA-2017-144848,04/04/2017,04/05/2017,First Class
147998,US-2017-147998,5/19/2017,5/24/2017,Standard Class
103919,CA-2016-103919,10/03/2016,10/07/2016,Standard Class
113425,CA-2016-113425,11/21/2016,11/21/2016,Same Day
143035,CA-2017-143035,10/03/2017,10/05/2017,Second Class
107811,CA-2014-107811,4/29/2014,05/03/2014,Standard Class
163216,CA-2016-163216,10/07/2016,10/10/2016,First Class
116442,US-2016-116442,12/15/2016,12/22/2016,Standard Class
150623,CA-2017-150623,04/10/2017,4/14/2017,Standard Class
163797,US-2014-163797,04/08/2014,4/13/2014,Standard Class
127236,CA-2016-127236,3/29/2016,04/02/2016,Standard Class
104661,US-2017-104661,1/15/2017,1/18/2017,First Class
134103,CA-2014-134103,1/30/2014,02/04/2014,Standard Class
147529,CA-2015-147529,02/07/2015,02/11/2015,Standard Class
129126,CA-2016-129126,12/14/2016,12/19/2016,Standard Class
131632,CA-2017-131632,10/31/2017,11/04/2017,Standard Class
151981,CA-2017-151981,08/06/2017,08/12/2017,Standard Class
125472,CA-2017-125472,5/30/2017,5/31/2017,First Class
156328,CA-2015-156328,11/30/2015,12/05/2015,Standard Class
154074,CA-2017-154074,8/31/2017,09/02/2017,Second Class
161774,CA-2017-161774,5/14/2017,5/15/2017,First Class
151211,CA-2017-151211,8/17/2017,8/23/2017,Standard Class
142671,CA-2017-142671,11/10/2017,11/14/2017,Second Class
144750,CA-2017-144750,8/21/2017,8/21/2017,Same Day
111976,CA-2016-111976,03/08/2016,03/12/2016,Standard Class
140130,CA-2016-140130,10/31/2016,11/05/2016,Standard Class
159121,CA-2014-159121,7/26/2014,08/01/2014,Standard Class
149650,CA-2015-149650,10/24/2015,10/27/2015,First Class
115777,CA-2017-115777,8/19/2017,8/24/2017,Standard Class
143714,CA-2016-143714,5/23/2016,5/27/2016,Standard Class
165764,CA-2014-165764,11/03/2014,11/07/2014,Standard Class
121405,CA-2015-121405,3/30/2015,04/04/2015,Standard Class
